id_artigo,ano,titulo,autores,abstract,topic_tfidf,tema_tfidf,topic_bertopic,tema_bertopic
372,2017,Uma Pesquisa com Alunas do Ensino Fundamental e Médio sobre os Cursos da Área de Computação,Maristela Terto de Holanda (UnB); Roberto Mourão (UnB); Guilherme N. Ramos (UnB); Aleteia Patrícia F. de Araújo (UnB); Maria Emília T. Walter (UnB),"Este artigo apresenta dados coletados pelo Projeto Meninas.comp sobre a percepção das meninas do ensino fundamental e médio em Brasília em relação ao curso de Ciência da Computação. A pesquisa foi aplicada durante os anos de 2011, 2012, 2013 e 2014 por meio de um formulário em papel durante a Semana Nacional de Ciência e Tecnologia (SNCT). A partir dessa coleta composta de 3.707 respondentes, foram realizadas análises com o programa R, e algumas discussões sobre a importância da família e o interesse por Comuptação por nível escolar são apresentados.",0,Cluster 0,17,17_egressas_ciência_perfil_computação
373,2017,Evasão das Mulheres dos Cursos de Computação: Um estudo de Caso na Paraíba,Angelina S. da S. Sales (UFPB); Luana S. Reis (UFPB); Mª Dayane F. C. Lima (UFPB); Danielle R. D. Silva (UFPB),"A desigualdade de gênero no contexto da Ciência e Tecnologia (C & T), em particular na Computação, têm se tornado uma preocupação para pesquisadores do mundo inteiro. Estudos mostram que mesmo com políticas de incentivos para a inserção das mulheres em áreas de computação, sua participação em cursos ainda é muito pequena. Em um estudo de caso na na Paraíba, pôde-se perceber que há apenas programas de incentivo ao ingresso, e isto, têm-se mostrado não ser suficiente para impedir a evasão de mulheres nos cursos de computação.",5,Cluster 5,21,21_identificou_fatores_desigualdade_traço
374,2017,Explorando o Pensamento Computacional para Despertar Novos Talentos: Relato de uma Experiência,Cristina Paludo Santos (URI); Denilson Rodrigues da Silva (URI); Giana Ferreira (URI); Maria Gisele Flores da Silveira (URI),"Este artigo descreve uma experiência realizada com alunas do ensino médio de escolas públicas e privadas em um município do Rio Grande do Sul, com o intuito de estimular o pensamento computacional e aproximá-las da área de computação. A estratégia utilizada compreende a criação de aplicativos para smartphones utilizando a plataforma educacional MIT App Inventor. Uma descrição da metodologia aplicada e dos resultados alcançados é apresentada de modo que a experiência possa ser aprimorada e replicada.",0,Cluster 0,1,1_ensino_oficina_programação_alunas
375,2017,Incentivos à igualdade de gênero: estudo de caso de uma comunidade formada somente por mulheres da área de tecnologia,Carolina C. Vieira (UFMG); Ana Carolina R. Soares (UFMG); Serena F. Ribeiro (Méliuz),"O artigo apresenta uma iniciativa cujo objetivo é reduzir a desigualdade de gênero existente na área de Tecnologia da Informação. A iniciativa envolve a criação de uma comunidade como tentativa de minimizar o preconceito e fortalecer as mulheres que fazem parte desse setor. O grupo é formado somente por mulheres da área de tecnologia que, através de encontros, palestras e cursos buscam capacitar e incentivar a participação de mulheres na área.",2,Cluster 2,30,30_mensagem_iniciativa_rede_protótipo
376,2017,Relato Tech Ladies: redes de colaboração entre mulheres na tecnologia,Ana C. M. Souza (PUCPR); Izadora Perkoski (UFSCar); Khalyandra Veiga (Tech Ladies); Vanessa Romankiv (UP),"A discussão sobre estereótipos de gênero é uma preocupação para o futuro da mulher nas áreas da ciência, tecnologia, engenharia e matemática (STEM). Visando mudar esse cenário, muitas iniciativas para as mulheres na tecnologia estão surgindo. Nessa direção, este artigo apresenta os objetivos, a estrutura e o trabalho realizado durante o primeiro ano da rede Tech Ladies, como uma iniciativa que conecta, ensina e empodera mulheres na área da tecnologia.",2,Cluster 2,4,4_the_tecnologia_mulheres_informática
377,2017,Discussão da Posição de Calouras de Ciência da Computação,Karina Mochetti (UFF); Raquel Bravo (UFF); Luciana Salgado (UFF); Carla Leitão (PUC-Rio); Camille Braga (UFF); Gabriela Hecksher (UFF); Kayalla Pontes (UFF),"A baixa participação de mulheres nas áreas de Computação é um fato preocupante já que diversidade em qualquer ambiente é de vital importância para sua evolução. No cenário de Tecnologia da Informação atual, em que os usuários passaram de consumidores para produtores de tecnologias e conteúdos digitais, este fato é ainda mais alarmante. Esse trabalho descreve a evolução de uma das atividades realizadas pelo Projeto #include <meninas.uff> na Universidade Federal Fluminense (UFF) com os alunos recém-matriculados no curso de Ciência da Computação nos últimos 3 semestres. O objetivo principal do evento é analisar a interação entre os alunos, principalmente com as calouras, nos primeiros dias de aula e promover uma discussão a respeito do baixo número de meninas no curso, abrindo espaço para elas se expressarem.",5,Cluster 5,-1,-1_computação_mulheres_meninas_cursos
378,2017,A Computação sob a Ótica de Meninas do Ensino Médio,Mateus Paludo Santos (URI); Cristina Paludo Santos (URI); Cristiane Ellwanger (URI),"Este artigo apresenta um panorama que reflete um mapeamento e análise, realizado junto a meninas do ensino médio, com vistas a identificar aspectos importantes a serem contemplados no planejamento de ações voltadas à democratização do saber e atração de meninas para a área de computação. Os resultados retratam as discrepâncias identificadas nas diferentes esferas delineadas no mapeamento.",4,Cluster 4,16,16_oficinas_ações_meninas_relato
379,2017,Panorama da Participação Feminina em Competições de Programação Promovida por Instituição de Ensino Superior da Região Norte,Marcela Sávia Picanço Pessoa (UEA / Faculdade Fucapi); Sérgio Cleger Tamayo (Faculdade Fucapi); Eder Martins Franco (Faculdade Fucapi),"Este artigo apresenta o impacto da realização de eventos científicos locais como um método para aumentar o interesse dos alunos em competições de programação. Analisando um breve histórico da participação feminina nestas competições, este trabalho discute as razões relacionadas à baixa representação da mulher neste segmento, um problema que está além das fronteiras locais, seguindo uma tendência mundial, e apresenta algumas ações tomadas para mudar esse cenário em uma universidade particular de Manaus.",2,Cluster 2,28,28_competições_programação_the_in
380,2017,Gurias na Computação: fortalecendo e incentivando a participação feminina no Ensino Superior,Isadora Garcia Ferrão (Unipampa); Aline Vieira de Mello (Unipampa); Amanda Meincke Melo (Unipampa),"No contexto de divulgação e incentivo à participação de mulheres na área de TI, este trabalho relata iniciativas da atividade de extensão universitária Gurias na Computação. Voltada a meninas que estão na Educação Básica e a graduandas de cursos na área da Computação, essa atividade organiza uma série de ações, incluindo encontros, a produção de um jogo, a divulgação dos cursos de graduação, entre outras. Dessa forma, tem se dado visibilidade à participação das mulheres na Computação e contribuído ao fortalecimento de vínculos entre acadêmicas dos cursos da área.",2,Cluster 2,1,1_ensino_oficina_programação_alunas
381,2017,A importância de atividades de empoderamento feminino como forma de minimizar a evasão das mulheres nos cursos de Tecnologia da Informação,Thalia S. Santana (IF GOIANO); Ianka T. B. Assis (IF GOIANO); Ramayane B. Braga (IF GOIANO); Natália C. Louzada (IF GOIANO),"O objetivo do estudo é destacar atividades de empoderamento feminino aplicadas através de um projeto de extensão, como incentivo às estudantes dos cursos de ensino médio, técnico e superior a permanecerem naárea da computação. Atividades como enfatização da representação feminina na história da informática, discussão sobre conceitos de feminismo e gênero, capacitação em campos de crescente desenvolvimento em TI, são parte das estratégias para minimizar a evidente evasão das mulheres nesse ramo.",2,Cluster 2,0,0_stem_projeto_feminina_áreas
382,2017,Perfil das Alunas no Departamento de Computação da Universidade de Brasília,Maristela Holanda (UnB); Marília Dantas (UnB); Gustavo Couto (UnB); Jan Mendonça Correa (UnB); Aleteia Patrícia F. de Araújo (UnB); Maria Emília T. Walter (UnB),"Este artigo apresenta o perfil das alunas do curso do Departamento de Computação da Universidade de Brasília. O perfil é composto por análise da diferença entre os alunos e alunas dos cursos de Ciência da Computação, Engenharia da Computação e Licenciatura em Computação nos quesitos: ingressantes nos cursos; motivo de desligamento e rendimento acadêmico.",5,Cluster 5,17,17_egressas_ciência_perfil_computação
383,2017,Por Mais Mulheres na Computação: análise dos trabalhos publicados no X Women in Information Technology,Gisela Cesario (UTFPR); Noélya Gonçalves da Silveira (UTFPR); Sílvia Amélia Bim (UTFPR); Cristiano Maciel (UFMT),"O presente artigo tem por objetivo apresentar uma análise dos trabalhos publicados no X Women in Information Technology (WIT), evento promovido pela Sociedade Brasileira de Computação. Os resultados indicam que já existem projetos em todas as regiões do Brasil para fomentar a maior participação das mulheres nas áreas de Computação, em geral, desenvolvidos por instituições públicas de ensino superior.",4,Cluster 4,7,7_brasileira_brasileiras_negras_computação
384,2017,Mobilidade urbana na perspectiva das mulheres: hacktivismo no mapeamento de assédio em transportes públicos,Simony C. R. de Moura (IFPB); Jucylene H. A. de Melo (UFRN),"Uma maratona de programação resulta no surgimento de uma iniciativa colaborativa entre mulheres de Tecnologia da Informação e Design que tem como intuito criar uma rede social para o rastreamento da denúncia de assédio em transportes públicos. Uma rede social feminista, a rede Nina. Com o compartilhamento e armazenagem de dados, o portal será alimentado e mapeará os principais casos de assédio identificando as linhas de ônibus que têm maior índice de crime, o horário, rotas e outras informações. Os dados livres coletados constroem o mapeamento de assédios e podem se tornar uma plataforma de pressão social contra o poder público no sentido de cobrar medidas de combate à violência de gênero na mobilidade urbana.",4,Cluster 4,30,30_mensagem_iniciativa_rede_protótipo
385,2017,Usando técnicas de aprendizagem colaborativa para incentivar o ensino-aprendizagem de programação entre as alunas de cursos de Computação,Géssica M. da S. Alves (UFPB); Jailma J. da Silva (UFPB); Rebeca de Q. Dantas (UFPB); Vanessa F. Dantas (UFPB); Renata V. de Figueiredo (UFPB); Gabriela C. M. de Souza (UFPB),"Estatisticamente, o ingresso e a permanência de mulheres nos cursos da área de tecnologia ainda têm indicadores reduzidos. Dentre as disciplinas com maiores índices de reprovação, estão as de Programação, apontadas como uma das causas da desistência das meninas na área. O presente artigo tem como objetivo relatar uma iniciativa do uso da técnica Dojo de Programação para capacitar e incentivar as discentes dos cursos de Licenciatura em Ciência da Computação e Bacharelado em Sistemas de Informação da Universidade Federal da Paraíba (UFPB) a construir soluções de forma colaborativa.",2,Cluster 2,15,15_cursos_estudantes_computação_disciplinas
386,2017,Aumento da participação feminina em competições de programação tecnológicas através da criação de grupos de treinamento e pesquisa,Marcela Sávia Picanço Pessoa (UEA / Faculdade Fucapi); Sérgio Cleger Tamayo (Faculdade Fucapi); Juliany Rodrigues Raiol (UEA / Samsung Ocean),"Este artigo apresenta uma estratégia para despertar o interesse de estudantes, especialmente do sexo feminino, para participar de competições de programação, através da criação de um grupo de treinamento e pesquisa. A estratégia se mostrou eficiente aumentando o número de alunos e melhorando o desempenho em competições regionais.",2,Cluster 2,28,28_competições_programação_the_in
